Date,Type,Country,State,Location,Activity,Sex,Age,Injury,Time,Species,Extracted_date,Month,Year,Age_group
21-Apr-1998,Unprovoked,USA,OREGON,Gleneden Beach,Surfing,M,50,Survived,09h30 ,Great White,Apr-1998,Apr,1998,Adult
17-Apr-1998,Provoked,USA,FLORIDA,"Marathon, Monroe County",Diving,M,16,Survived,,Nurse Shark,Apr-1998,Apr,1998,Teen
01-Apr-1998,Unprovoked,BRAZIL,PERNAMBUCO,"Boa Viagem, Recife",Swimming,M,nan,Fatal,,Unknown,Apr-1998,Apr,1998,Unknown
31-Mar-1998,Unprovoked,USA,FLORIDA,"Jensen Beach Park, Martin County",Swimming,M,40,Survived,15h30,Unknown,Mar-1998,Mar,1998,Adult
15-Mar-1998,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Saldanha Bay,Fishing,M,33,Survived,17h30,Great White,Mar-1998,Mar,1998,Young Adult
08-Mar-1998,Unprovoked,USA,FLORIDA,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming,M,32,Survived,Morning,Unknown,Mar-1998,Mar,1998,Young Adult
23-Feb-1998,Unprovoked,USA,FLORIDA,"Jensen Beach, Martin County",Swimming,M,nan,Survived,09h35,Unknown,Feb-1998,Feb,1998,Unknown
Reported 28-Jan-1998,Other,AUSTRALIA,NEW SOUTH WALES,Whale Beach,Fishing,M,31,Unknown,20h00,Unknown,Jan-1998,Jan,1998,Young Adult
Jan-1998,Unprovoked,NEW CALEDONIA,SOUTH PROVINCE,l'Anse-Vata,Surfing,M,nan,Survived,,Unknown,Jan-1998,Jan,1998,Unknown
25-Jan-1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,East London,Surfing,M,21,Survived,,Unknown,Jan-1998,Jan,1998,Young Adult
17-Jan-1998,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Middleton Beach,Surfing,M,nan,Survived,Afternoon,Unknown,Jan-1998,Jan,1998,Unknown
14-Jan-1998,Unprovoked,MOZAMBIQUE,MAPUTO PROVINCE,Ponta do Ouro,Surfing,M,23,Survived,13h15,Unknown,Jan-1998,Jan,1998,Young Adult
1998,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Hole-in-the Wall,Surfing,M,28,Fatal,,Unknown,1998,,1998,Young Adult
1998 ,Unprovoked,USA,VIRGINIA,"Wreck of the Navy Barge, 22 miles SE of Rudee ",Fishing,M,nan,Unknown,,Tiger Shark,1998,,1998,Unknown
28-Dec-1997,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,"Pringle Bay, 44 miles southeast of Cape Town",Fishing,M,39,Fatal,14h00,Great White,Dec-1997,Dec,1997,Adult
28-Dec-1997,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,St. Francis Bay,Surfing,M,nan,Survived,,Unknown,Dec-1997,Dec,1997,Unknown
25-Dec-1997,Other,USA,FLORIDA,"Fort Lauderdale, Broward County",Unknown,F,29,Survived,,Unknown,Dec-1997,Dec,1997,Young Adult
25-Dec-1997,Unprovoked,USA,FLORIDA,"Hollywood Beach, Broward County",Swimming,M,8,Survived,,Unknown,Dec-1997,Dec,1997,Child
09-Nov-1997,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Albany,Diving,M,42,Survived,Morning,Great White,Nov-1997,Nov,1997,Adult
Reported 05-Nov-1997,Unprovoked,USA,FLORIDA,,Swimming,M,32,Survived,Mid morning,Unknown,Nov-1997,Nov,1997,Young Adult
 05-Nov-1997,Other,AUSTRALIA,NEW SOUTH WALES,Botany Bay?,Unknown,M,21,Fatal,,Unknown,Nov-1997,Nov,1997,Young Adult
28-Oct-1997,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Cottesloe Beach, Perth",Surfing,M,51,Survived,,Great White,Oct-1997,Oct,1997,Adult
28-Oct-1997,Unprovoked,USA,HAWAII,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Surfing,M,19,Survived,07h20,Tiger Shark,Oct-1997,Oct,1997,Young Adult
24-Oct-1997,Unprovoked,USA,FLORIDA,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,23,Survived,17h15,Blacktip Shark,Oct-1997,Oct,1997,Young Adult
21-Oct-1997,Unprovoked,USA,FLORIDA,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,12,Survived,18h00,Unknown,Oct-1997,Oct,1997,Child
Reported 11-Oct-1997,Other,SOUTH AFRICA,EASTERN CAPE PROVINCE,Off Port Alfred,Fishing,Unknown,nan,Survived,,Unknown,Oct-1997,Oct,1997,Unknown
04-Oct-1997,Unprovoked,USA,FLORIDA,"Daytona Beach, Volusia County",Swimming,F,14,Survived,08h30,Unknown,Oct-1997,Oct,1997,Teen
16-Sep-1997,Unprovoked,BRAZIL,PERNAMBUCO,"Boa Viagem, Recife",Swimming,M,20,Fatal,,Unknown,Sep-1997,Sep,1997,Young Adult
09-Sep-1997,Unprovoked,USA,FLORIDA,Volusia County  ,Surfing,M,12,Survived,17h15,Unknown,Sep-1997,Sep,1997,Child
08-Sep-1997,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,Unknown,17,Survived,Evening,Blacktip Shark,Sep-1997,Sep,1997,Teen
06-Sep-1997,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,20,Survived,15h20,Unknown,Sep-1997,Sep,1997,Young Adult
30-Aug-1997,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,18,Survived,13h00,Unknown,Aug-1997,Aug,1997,Teen
27-Aug-1997,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,22,Survived,11h20,Unknown,Aug-1997,Aug,1997,Young Adult
24-Aug-1997,Unprovoked,USA,CALIFORNIA,"Clam Beach, near Eureka, Humboldt County",Surfing,M,29,Survived,12h30,Great White,Aug-1997,Aug,1997,Young Adult
14-Aug-1997,Other,MEXICO,QUINTANA ROO,"Santa Rosa, Cozumel",Diving,M,28,Fatal,,Unknown,Aug-1997,Aug,1997,Young Adult
14-Aug-1997,Unprovoked,MEXICO,QUINTANA ROO,"Santa Rosa, Cozumel",Diving,M,33,Survived,,Tiger Shark,Aug-1997,Aug,1997,Young Adult
11-Aug-1997,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Floating,F,12,Survived,14h16,Unknown,Aug-1997,Aug,1997,Child
11-Aug-1997,Unprovoked,EGYPT,RED SEA,Safaga,Fishing,M,17,Survived,,Unknown,Aug-1997,Aug,1997,Teen
11-Aug-1997,Unprovoked,EGYPT,RED SEA,Safaga,Fishing,M,16,Fatal,,Great White,Aug-1997,Aug,1997,Teen
10-Aug-1997,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Boarding,M,17,Survived,11h48,Unknown,Aug-1997,Aug,1997,Teen
09-Aug-1997,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,nan,Survived,17h15,Unknown,Aug-1997,Aug,1997,Unknown
05-Aug-1997,Unprovoked,USA,TEXAS,"East Beach, Galveston",wading,F,10,Survived,,Unknown,Aug-1997,Aug,1997,Child
04-Aug-1997,Unprovoked,USA,FLORIDA,"Carysfort Lighthouse, Key Largo, Monroe County",Fishing,M,nan,Survived,,Unknown,Aug-1997,Aug,1997,Unknown
02-Aug-1997,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,17,Survived,15h45,Unknown,Aug-1997,Aug,1997,Teen
02-Aug-1997,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,19,Survived,09h15,Unknown,Aug-1997,Aug,1997,Young Adult
27-Jul-1997,Unprovoked,AUSTRALIA,QUEENSLAND,"Pincushion, north of Maroochydore Beach",Surfing,M,19,Survived,14h25,Unknown,Jul-1997,July,1997,Young Adult
21-Jul-1997,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,"Breezy Point, Ntlonyana",Surfing,M,25,Fatal,12h45,Great White,Jul-1997,July,1997,Young Adult
17-Jul-1997,Unprovoked,BRAZIL,PERNAMBUCO,"Boa Viagem, Recife",Surfing,M,nan,Survived,,Unknown,Jul-1997,July,1997,Unknown
14-Jul-1997,Unprovoked,USA,SOUTH CAROLINA,"Myrtle Beach, Horry County",Standing,M,50,Survived,Night,Blacktip Shark,Jul-1997,July,1997,Adult
 2-Jul-1997,Unprovoked,BRAZIL,PERNAMBUCO,Paiva,Surfing,Unknown,nan,Survived,,Unknown,Jul-1997,July,1997,Unknown
24-Jun-1997,Unprovoked,USA,HAWAII,"Sunset Beach, Oahu",Diving,M,nan,Survived,23h00,Unknown,Jun-1997,June,1997,Unknown
15-Jun-1997,Unprovoked,FIJI,TAVEUNI,Off a small island 5 km from Garden Island Resort,Snorkeling,F,47,Survived,14h30,Tiger Shark,Jun-1997,June,1997,Adult
09-Jun-1997,Unprovoked,USA,FLORIDA, Palm Beach County,Surfing,M,18,Survived,18h00,Unknown,Jun-1997,June,1997,Teen
07-Jun-1997,Unprovoked,BRAZIL,RIO DE JANEIRO,"Copacabana, Rio de Janeiro",Bathing,M,nan,Unknown,,Unknown,Jun-1997,June,1997,Unknown
02-Jun-1997,Unprovoked,USA,FLORIDA,"Daytona Beach Shores,  Volusia County",Surfing,M,33,Survived,10h25,Unknown,Jun-1997,June,1997,Young Adult
31-May-1997,Unprovoked,USA,FLORIDA,In Gulf of Mexico 17 miles off Weeki Wachee ,Fishing,M,35,Survived,Morning,Unknown,May-1997,May,1997,Young Adult
31-May-1997,Unprovoked,USA,FLORIDA,"Flagler Beach, Flagler County",Surfing,M,34,Survived,11h00,Sand Shark,May-1997,May,1997,Young Adult
31-May-1997,Unprovoked,USA,FLORIDA,"Flagler Beach, Flagler County",Surfing,M,12,Survived,11h00,Sand Shark,May-1997,May,1997,Child
26-May-1997,Unprovoked,BAHAMAS,ABACO ISLANDS,Powell Cay,Fishing,M,54,Survived,,Unknown,May-1997,May,1997,Adult
17-May-1997,Unprovoked,BAHAMAS,ABACO ISLANDS,Walkers Cay,Fishing,M,nan,Survived,Morning,Unknown,May-1997,May,1997,Unknown
20-Apr-1997,Unprovoked,BRAZIL,RIO DE JANEIRO,"Manguinhos, Ilha Feia, Búzios",Surfing,M,22,Survived,,Great White,Apr-1997,Apr,1997,Young Adult
28-Feb-1997,Unprovoked,AUSTRALIA,QUEENSLAND,"Carrara, Nerang River",Swimming,F,21,Survived,,Unknown,Feb-1997,Feb,1997,Young Adult
28-Feb-1997,Unprovoked,AUSTRALIA,QUEENSLAND,Whitsunday Passage,Diving,M, 30,Survived,Midday,Tiger Shark,Feb-1997,Feb,1997,Young Adult
21-Feb-1997,Unprovoked,USA,HAWAII,"Sunset Beach, O'ahu",Unknown,M,nan,Unknown,,Unknown,Feb-1997,Feb,1997,Unknown
03-Feb-1997,Other,AUSTRALIA,NEW SOUTH WALES,"Iron Cove, Sydney",Unknown,F,49,Unknown,,Unknown,Feb-1997,Feb,1997,Adult
25-Jan-1997,Unprovoked,AUSTRALIA,QUEENSLAND,"Whitehaven Beach, Whitsundays Island",Snorkeling,M,27,Survived,11h00 / 11h30,Unknown,Jan-1997,Jan,1997,Young Adult
20-Jan-1997,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Geraldton,Surfing,M,41,Survived,18h00,Tiger Shark,Jan-1997,Jan,1997,Adult
01-Jan-1997,Other,AUSTRALIA,VICTORIA,"Seal Rocks, Phillip Island",Unknown,Unknown,nan,Survived,,Great White,Jan-1997,Jan,1997,Unknown
29-Dec-1996,Unprovoked,AUSTRALIA,QUEENSLAND,Coolum Beach,Surfing,M,18,Unknown,18h00,Unknown,Dec-1996,Dec,1996,Teen
10-Dec-1996,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,"Duck Pond, Sardina Bay near Port Elizabeth",Surfing,M,nan,Survived,16h15,Great White,Dec-1996,Dec,1996,Unknown
Dec-1996,Unprovoked,NEW CALEDONIA,SOUTH PROVINCE,L'llot Maetre,Unknown,F,nan,Survived,,Unknown,Dec-1996,Dec,1996,Unknown
29-Nov-1996,Unprovoked,USA,CALIFORNIA,"Salmon Creek Beach, Sonoma County",Surfing,M,45,Survived,08h30,Great White,Nov-1996,Nov,1996,Adult
18-Nov-1996,Unprovoked,USA,FLORIDA,"Coral Cove Park, Palm Beach County",Surfing,M,26,Survived,17h00,Unknown,Nov-1996,Nov,1996,Young Adult
28-Oct-1996,Unprovoked,BRAZIL,PERNAMBUCO,Barra de Jangada,Surfing,Unknown,nan,Survived,,Unknown,Oct-1996,Oct,1996,Unknown
28-Oct-1996,Unprovoked,BRAZIL,PERNAMBUCO,Barra de Jangada,Surfing,M,nan,Survived,,Unknown,Oct-1996,Oct,1996,Unknown
05-Oct-1996,Unprovoked,USA,CALIFORNIA,"Dillon Beach, Marin County",Surfing,M,22,Survived,13h00,Great White,Oct-1996,Oct,1996,Young Adult
03-Oct-1996,Unprovoked,USA,FLORIDA,"Cocoa Beach, Brevard County",Surfing,M,21,Survived,08h30,Unknown,Oct-1996,Oct,1996,Young Adult
03-Oct-1996,Unprovoked,USA,CALIFORNIA,"North Salmon Creek Beach, Sonoma County",Surfing,M,31,Survived,07h19,Great White,Oct-1996,Oct,1996,Young Adult
Oct-1996,Unprovoked,BRAZIL,PERNAMBUCO,,Unknown,Unknown,nan,Survived,,Unknown,Oct-1996,Oct,1996,Unknown
18-Sep-1996,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Swimming,M,14,Survived,13h37,Unknown,Sep-1996,Sep,1996,Teen
06-Sep-1996,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Swimming,M,19,Survived,12h15,Unknown,Sep-1996,Sep,1996,Young Adult
02-Sep-1996,Unprovoked,USA,FLORIDA,"Behune Beach, Volusia County",Standing,M,5,Survived,18h05,Unknown,Sep-1996,Sep,1996,Child
02-Sep-1996,Unprovoked,USA,FLORIDA,"Bethune Beach, Volusia County",Surfing,M,28,Survived,13h25,Unknown,Sep-1996,Sep,1996,Young Adult
01-Sep-1996,Other,USA,SOUTH CAROLINA,"Garden City Beach, Horry County",Boarding,F,28,Survived,Afternoon,Unknown,Sep-1996,Sep,1996,Young Adult
01-Sep-1996,Provoked,SOUTH AFRICA,KWAZULU-NATAL,Hibberdene,Fishing,M,29,Survived,07h19,Great White,Sep-1996,Sep,1996,Young Adult
29-Aug-1996,Unprovoked,USA,HAWAII,"Paukukalo, Maui",Boarding,M,19,Survived,16h00,Tiger Shark,Aug-1996,Aug,1996,Young Adult
13-Aug-1996,Unprovoked,USA,CALIFORNIA,"Bird Rock, Tomales Point",Diving,M,36,Survived,11h15,Great White,Aug-1996,Aug,1996,Adult
11-Aug-1996,Unprovoked,USA,FLORIDA,"Bayshore Garden, Sarasota Bay, Sarasota County",Fishing,M,21,Survived,14h00,Hammerhead,Aug-1996,Aug,1996,Young Adult
26-Jul-1996,Unprovoked,USA,FLORIDA,"Wiggins Pass, Collier County",Standing,F,8,Survived,19h30,Unknown,Jul-1996,July,1996,Child
21-Jul-1996,Unprovoked,USA,MASSACHUSETTS,"Truro (Cape Cod), Barnstable County",Swimming,M,46,Survived,,Unknown,Jul-1996,July,1996,Adult
20-Jul-1996,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Swimming,M,9,Survived,13h30,Unknown,Jul-1996,July,1996,Child
14-Jul-1996,Unprovoked,USA,HAWAII,"Nakalele Point, Maui",Unknown,Unknown,nan,Unknown,,Unknown,Jul-1996,July,1996,Unknown
10-Jul-1996,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Unknown,M,18,Survived,13h45,Unknown,Jul-1996,July,1996,Teen
04-Jul-1996,Unprovoked,USA,FLORIDA,"Public Beach, Siesta Key, Sarasota County",Standing,F,63,Survived,14h00,Unknown,Jul-1996,July,1996,Senior
25-Jun-1996,Unprovoked,USA,SOUTH CAROLINA,"Fripp Island, Beaufort County",Surfing,F,24,Survived,Afternoon,Unknown,Jun-1996,June,1996,Young Adult
06-Jun-1996,Unprovoked,AUSTRALIA,VICTORIA,"Suicide Point, Point Leo",Surfing,M,nan,Survived,17h30,Great White,Jun-1996,June,1996,Unknown
04-Jun-1996,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,LaMercy,Surfing,M,nan,Survived,,Unknown,Jun-1996,June,1996,Unknown
28-May-1996,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,"The Steps, Wilderness",Surfing,M,17,Survived,14h45,Great White,May-1996,May,1996,Teen
24-May-1996,Other,AUSTRALIA,NEW SOUTH WALES,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",Diving,M,45,Fatal,,Unknown,May-1996,May,1996,Adult
18-May-1996,Unprovoked,USA,FLORIDA,"South of Ponce Inlet, Volusia County",Surfing,M,22,Survived,13h40,Unknown,May-1996,May,1996,Young Adult
07-May-1996,Unprovoked,USA,FLORIDA,"Shark Shallows, Ponce Inlet, Volusia County",Surfing,M,27,Survived,11h06,Blacktip Shark,May-1996,May,1996,Young Adult
28-Apr-1996,Unprovoked,USA,HAWAII,"La'ie Point, O'ahu",Unknown,M,nan,Unknown,,Unknown,Apr-1996,Apr,1996,Unknown
25-Apr-1996,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Mona Vale,Swimming,M,11,Survived,,Unknown,Apr-1996,Apr,1996,Child
25-Apr-1996,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Mona Vale,Swimming,F,16,Survived,,Unknown,Apr-1996,Apr,1996,Teen
07-Apr-1996,Unprovoked,BRAZIL,PERNAMBUCO,"Boa Viagem, Recife",Swimming,M,nan,Fatal,,Unknown,Apr-1996,Apr,1996,Unknown
05-Mar-1996,Unprovoked,AUSTRALIA,QUEENSLAND,Heron Island,Swimming,F,47,Survived,07h00,Tiger Shark,Mar-1996,Mar,1996,Adult
Mar-1996,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Lord Howe Island,Fishing,M,7,Survived,,Unknown,Mar-1996,Mar,1996,Child
26-Feb-1996,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Charles Street Wharf, Parramatta River",Unknown,M,24,Survived,Night,Unknown,Feb-1996,Feb,1996,Young Adult
09-Feb-1996,Unprovoked,PAPUA NEW GUINEA,MADANG PROVINCE,Madang,Unknown,M,nan,Fatal,,Unknown,Feb-1996,Feb,1996,Unknown
09-Feb-1996,Unprovoked,PAPUA NEW GUINEA,MADANG PROVINCE,Madang,Unknown,Unknown,nan,Unknown,,Unknown,Feb-1996,Feb,1996,Unknown
09-Feb-1996,Unprovoked,PAPUA NEW GUINEA,MADANG PROVINCE,Madang,Diving,Unknown,14,Survived,,Unknown,Feb-1996,Feb,1996,Teen
04-Feb-1996,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Ned's Beach, Lord Howe Island",Swimming,M,7,Survived,Afternoon,Unknown,Feb-1996,Feb,1996,Child
23-Jan-1996,Provoked,USA,FLORIDA,"Florida Keys, Monroe County",wading,M,33,Survived,,Nurse Shark,Jan-1996,Jan,1996,Young Adult
22-Jan-1996,Unprovoked,AUSTRALIA,QUEENSLAND,"Brown's Inlet, Broadwater",Swimming,F,13,Survived,,Unknown,Jan-1996,Jan,1996,Teen
16-Jan-1996,Unprovoked,USA,HAWAII,"Ka’eleki’I Point, Maui",Swimming,M,53,Survived,15h45,Tiger Shark,Jan-1996,Jan,1996,Adult
14-Jan-1996,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Mutton Bird Island, Albany",Unknown,Unknown,nan,Unknown,,Unknown,Jan-1996,Jan,1996,Unknown
12-Jan-1996,Other,AUSTRALIA,NEW SOUTH WALES,Eight-mile reef off Port Kembla,Unknown,Unknown,nan,Survived,10h00,Unknown,Jan-1996,Jan,1996,Unknown
10-Jan-1996,Unprovoked,REUNION,SAINT-PAUL,Embouchure de l'étang de Saint Paul,Surfing,M,25,Fatal,16h00,Tiger Shark,Jan-1996,Jan,1996,Young Adult
1996,Unprovoked,FIJI,TAVEUNI,,Unknown,M,nan,Fatal,,Tiger Shark,1996,,1996,Unknown
1996,Unprovoked,USA,NORTH CAROLINA,,Surfing,M,nan,Survived,,Tiger Shark,1996,,1996,Unknown
18-Dec-1995,Unprovoked,USA,HAWAII,Southwest of O'ahu,Unknown,M,nan,Unknown,,Unknown,Dec-1995,Dec,1995,Unknown
25-Nov-1995,Other,USA,HAWAII,"Ha'ena, Kaua'i",Unknown,M,nan,Survived,,Unknown,Nov-1995,Nov,1995,Unknown
17-Nov-1995,Unprovoked,AUSTRALIA,QUEENSLAND,Great Keppel Island,Unknown,M,nan,Survived,,Unknown,Nov-1995,Nov,1995,Unknown
Reported 28-Oct-1995,Unprovoked,USA,FLORIDA,,Boarding,M,13,Survived,,Unknown,Oct-1995,Oct,1995,Teen
21-Oct-1995,Unprovoked,USA,FLORIDA,"North Beach, St. Lucie County",Surfing,M,17,Survived,,Unknown,Oct-1995,Oct,1995,Teen
11-Oct-1995,Unprovoked,AUSTRALIA,QUEENSLAND,"Pialba, Hervey Bay",Standing,F,15,Survived,14h30,Unknown,Oct-1995,Oct,1995,Teen
01-Oct-1995,Unprovoked,USA,FLORIDA,"Ormond Beach, Volusia County",Surfing,M,39,Survived,11h30,Unknown,Oct-1995,Oct,1995,Adult
30-Sep-1995,Unprovoked,USA,FLORIDA,"Crescent Beach, St. Augustine, St. Johns County",Surfing,M,14,Survived,Morning,Unknown,Sep-1995,Sep,1995,Teen
30-Sep-1995,Unprovoked,USA,FLORIDA,"North Beach, Hutchinson Island, St. Lucie County",Surfing,M,17,Survived,,Unknown,Sep-1995,Sep,1995,Teen
28-Sep-1995,Unprovoked,USA,CALIFORNIA,"Davenport Landing, Santa Cruz County",Surfing,M,25,Survived,17h30,Great White,Sep-1995,Sep,1995,Young Adult
19-Sep-1995,Unprovoked,USA,FLORIDA,"Matanzas Bay Inlet, St. Johns County",Surfing,M,19,Survived,,Unknown,Sep-1995,Sep,1995,Young Adult
17-Sep-1995,Unprovoked,USA,FLORIDA,"Daytona Beach, Volusia County",Swimming,F,19,Survived,15h40,Unknown,Sep-1995,Sep,1995,Young Adult
13-Sep-1995,Unprovoked,USA,FLORIDA,"Alligator Reef, off Islamorada, Monroe County",Diving,M,25,Survived,,Bull Shark,Sep-1995,Sep,1995,Young Adult
11-Sep-1995,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,"Honeymoon Island, near Hopetown",Diving,M,29,Survived,15h00,Great White,Sep-1995,Sep,1995,Young Adult
03-Sep-1995,Unprovoked,USA,CALIFORNIA,"Shelter Cove, Humboldt County",Diving,M,32,Survived,16h00,Great White,Sep-1995,Sep,1995,Young Adult
03-Sep-1995,Other,USA,NORTH CAROLINA,"Bald Head Island, Brunswick County",Swimming,M,9,Survived,,Unknown,Sep-1995,Sep,1995,Child
31-Aug-1995,Unprovoked,USA,FLORIDA,"North Beach Inlet, St. Lucie County",Surfing,M,19,Survived,,Unknown,Aug-1995,Aug,1995,Young Adult
31-Aug-1995,Unprovoked,USA,SOUTH CAROLINA,"Myrtle Beach, Horry County",Floating,M,44,Survived,,Unknown,Aug-1995,Aug,1995,Adult
27-Aug-1995,Unprovoked,BRAZIL,PERNAMBUCO,"Boa Viagem, Recife",Surfing,M,nan,Survived,,Unknown,Aug-1995,Aug,1995,Unknown
26-Aug-1995,Unprovoked,USA,FLORIDA,"Crescent Beach, St. Johns County",Surfing,M,16,Survived,18h30,Unknown,Aug-1995,Aug,1995,Teen
26-Aug-1995,Unprovoked,USA,FLORIDA,"Ponce de Leon Inlet, Volusia County",Surfing,M,18,Survived,14h10,Unknown,Aug-1995,Aug,1995,Teen
25-Aug-1995,Unprovoked,USA,NORTH CAROLINA,"Off Masonboro Island, New Hanover County",Swimming,M,16,Survived,"""Night""",Unknown,Aug-1995,Aug,1995,Teen
22-Aug-1995,Unprovoked,USA,NORTH CAROLINA,"Wrightsville Beach, New Hanover County",Swimming,M,23,Survived,Afternoon,Sand Shark,Aug-1995,Aug,1995,Young Adult
22-Aug-1995,Unprovoked,USA,FLORIDA,"Ponce de Leon Inlet, Volusia County",Surfing,M,19,Survived,19h00,Unknown,Aug-1995,Aug,1995,Young Adult
21-Aug-1995,Unprovoked,USA,NORTH CAROLINA,Cape Lookout Bight,Diving,Unknown,nan,Survived,,Unknown,Aug-1995,Aug,1995,Unknown
15-Aug-1995,Unprovoked,USA,FLORIDA,"Daytona Beach, Volusia County ",wading,M,20,Survived,08h30,Unknown,Aug-1995,Aug,1995,Young Adult
13-Aug-1995,Other,USA,NORTH CAROLINA,"Emerald Isle, Carteret County",Swimming,M,15,Survived,,Unknown,Aug-1995,Aug,1995,Teen
10-Aug-1995,Unprovoked,USA,FLORIDA,"Ponce Inlet, Volusia County",Surfing,M,20,Survived,13h30,Unknown,Aug-1995,Aug,1995,Young Adult
10-Aug-1995,Unprovoked,USA,SOUTH CAROLINA,"Ocean Lakes Campground, south of Myrtle Beach, Horry County",Unknown,F,14,Survived,,Blacktip Shark,Aug-1995,Aug,1995,Teen
07-Aug-1995,Unprovoked,USA,FLORIDA,"Ponce de Leon Inlet, Volusia County ",Boarding,M,12,Survived,14h10,Unknown,Aug-1995,Aug,1995,Child
Aug-1995,Other,USA,CALIFORNIA,"Carmel, Monterey County",Diving,M,nan,Survived,,Unknown,Aug-1995,Aug,1995,Unknown
28-Jul-1995,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,nan,Survived,16h30,Unknown,Jul-1995,July,1995,Unknown
28-Jul-1995,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,nan,Survived,14h45,Unknown,Jul-1995,July,1995,Unknown
28-Jul-1995,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Surfing,M,18,Survived,14h10,Unknown,Jul-1995,July,1995,Teen
28-Jul-1995,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Standing,M,18,Survived,13h40,Unknown,Jul-1995,July,1995,Teen
28-Jul-1995,Unprovoked,USA,SOUTH CAROLINA,"Pawleys Island, Georgetown County",Unknown,M,12,Survived,,Unknown,Jul-1995,July,1995,Child
24-Jul-1995,Unprovoked,USA,SOUTH CAROLINA,"Pawleys Island, Georgetown County",Swimming,F,7,Survived,,Unknown,Jul-1995,July,1995,Child
23-Jul-1995,Unprovoked,USA,FLORIDA,"South Jetty, New Smyrna Beach, Volusia County",Boarding,M,47,Survived,,Unknown,Jul-1995,July,1995,Adult
07-Jul-1995,Unprovoked,BRAZIL,PERNAMBUCO,Candeias,Surfing,M,18,Survived,,Unknown,Jul-1995,July,1995,Teen
08-Nov-1984,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Gonubie River Mouth,Surfing,M,14,Survived,17h00,Unknown,Nov-1984,Nov,1984,Teen
06-Jul-1995,Unprovoked,USA,TEXAS,Port Aransas,Surfing,M,34,Survived,,Unknown,Jul-1995,July,1995,Young Adult
03-Jul-1995,Provoked,USA,MISSISSIPPI,"Cat Island, Harrison County",Fishing,F,32,Survived,,Blacktip Shark,Jul-1995,July,1995,Young Adult
Early Jul-1995,Provoked,USA,SOUTH CAROLINA,"Off 29th Avenue, Myrtle Beach, Horry County",Surfing,M,nan,Survived,,Unknown,Jul-1995,July,1995,Unknown
30-Jun-1995,Unprovoked,USA,CALIFORNIA,"Bluefish Cove, Pt. Lobos State Park, Monterey County",Diving,M,31,Survived,17h30,Great White,Jun-1995,June,1995,Young Adult
24-Jun-1995,Unprovoked,USA,CALIFORNIA,"LaJolla Shores, San Diego County",Kayaking,F,nan,Survived,,Great White,Jun-1995,June,1995,Unknown
